CustomerKey,GeographyKey,CustomerAlternateKey,Salutation,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase
13582,256,AW00013582,,Martha,,Gao,FALSE,9/22/1946 0:00,M,,F,martha14@adventure-works.com,130000,4,4,,,1,4,4060 Roundtree Court,,1 (11) 500 555-0194,8/2/2003 0:00
13583,238,AW00013583,,Blake,,Butler,FALSE,11/12/1954 0:00,S,,M,blake62@adventure-works.com,90000,3,1,,,1,2,3857 Mt. Etna,,1 (11) 500 555-0129,7/24/2001 0:00
13584,267,AW00013584,,Isaiah,E,Cox,FALSE,8/17/1953 0:00,S,,M,isaiah9@adventure-works.com,70000,4,3,,,1,1,2181 Brownstone Rd.,,1 (11) 500 555-0144,7/29/2001 0:00
13585,243,AW00013585,,Savannah,,Morris,FALSE,5/17/1953 0:00,M,,F,savannah17@adventure-works.com,80000,4,2,,,0,1,7650 Central Blvd,,1 (11) 500 555-0193,7/25/2001 0:00
13586,238,AW00013586,,Larry,B,Alonso,FALSE,5/21/1953 0:00,M,,M,larry10@adventure-works.com,80000,4,2,,,1,2,8260 Klamath Woods Pl.,,1 (11) 500 555-0178,10/29/2003 0:00
13587,154,AW00013587,,Kristina,,Subram,FALSE,11/24/1954 0:00,S,,F,kristina13@adventure-works.com,100000,3,4,,,1,3,Erlenweg 7949,,1 (11) 500 555-0125,4/30/2004 0:00
13588,158,AW00013588,,Deb,A,Dominguez,FALSE,3/3/1954 0:00,M,,F,deb5@adventure-works.com,130000,3,4,,,1,4,Im Himmelsweg 89,,1 (11) 500 555-0148,5/19/2004 0:00
13589,221,AW00013589,,Cameron,M,Smith,FALSE,10/17/1953 0:00,S,,M,cameron42@adventure-works.com,90000,4,2,,,1,2,"873487, rue de Berri",,1 (11) 500 555-0129,2/21/2004 0:00
13590,277,AW00013590,,Louis,B,Xie,FALSE,5/18/1953 0:00,M,,M,louis20@adventure-works.com,170000,0,5,,,0,3,6553 San Miguel Rd.,,1 (11) 500 555-0115,7/6/2001 0:00
13591,278,AW00013591,,Latasha,A,Alonso,FALSE,5/25/1953 0:00,M,,F,latasha8@adventure-works.com,170000,0,5,,,1,3,2168 Reading Drive,,1 (11) 500 555-0110,7/5/2001 0:00
13592,207,AW00013592,,Gabriella,J,Collins,FALSE,6/7/1952 0:00,M,,F,gabriella23@adventure-works.com,70000,5,2,,,1,2,"5bis, boulevard du Montparnasse",,1 (11) 500 555-0183,7/5/2002 0:00
13593,167,AW00013593,,Deanna,A,Navarro,FALSE,8/18/1952 0:00,S,,F,deanna36@adventure-works.com,100000,3,4,,,1,4,Zimmerstr 222,,1 (11) 500 555-0199,6/17/2004 0:00
13594,147,AW00013594,,Jessica,A,Williams,FALSE,1/18/1952 0:00,M,,F,jessica49@adventure-works.com,100000,3,4,,,1,4,Unter Linden 987,,1 (11) 500 555-0116,1/29/2004 0:00
13595,220,AW00013595,,Cole,L,Stewart,FALSE,6/2/1951 0:00,S,,M,cole23@adventure-works.com,70000,5,2,,,1,2,"20, rue des Rosiers",,1 (11) 500 555-0188,7/16/2002 0:00
13596,225,AW00013596,,Billy,R,Gomez,FALSE,6/16/1951 0:00,M,,M,billy2@adventure-works.com,80000,4,1,,,0,3,"86, rue Mazagran",,1 (11) 500 555-0141,8/14/2003 0:00
13597,120,AW00013597,,Lance,D,Gutierrez,FALSE,8/5/1951 0:00,M,,M,lance11@adventure-works.com,90000,4,1,,,1,3,Lieblingsweg 45,,1 (11) 500 555-0188,2/20/2004 0:00
13598,162,AW00013598,,Keith,R,Luo,FALSE,8/16/1951 0:00,M,,M,keith8@adventure-works.com,120000,4,5,,,1,3,Am Gallberg 656,,1 (11) 500 555-0149,4/9/2004 0:00
13599,229,AW00013599,,Valerie,M,Zhu,FALSE,1/15/1951 0:00,M,,F,valerie16@adventure-works.com,120000,4,5,,,1,3,7314 El Capitan Lane,,1 (11) 500 555-0110,11/2/2003 0:00
13600,273,AW00013600,,Marie,,Sanz,FALSE,2/19/1951 0:00,M,,F,marie44@adventure-works.com,170000,4,5,,,0,4,1156 Dublin Court,,1 (11) 500 555-0155,8/6/2001 0:00
13601,164,AW00013601,,Tanya,N,Dominguez,FALSE,5/6/1950 0:00,M,,F,tanya9@adventure-works.com,100000,3,4,,,1,4,Berliner Platz 499,,1 (11) 500 555-0168,7/6/2004 0:00
13602,231,AW00013602,,Virginia,,Mehta,FALSE,5/17/1950 0:00,M,,F,virginia16@adventure-works.com,110000,4,5,,,1,2,3168 True Drive,#118,1 (11) 500 555-0111,8/8/2001 0:00
13603,243,AW00013603,,Molly,S,Martinez,FALSE,6/1/1950 0:00,M,,F,molly16@adventure-works.com,120000,4,5,,,1,3,9698 N Lucile Lane,,1 (11) 500 555-0155,9/23/2003 0:00
13604,249,AW00013604,,Nuan,,Zheng,FALSE,9/11/1950 0:00,M,,M,nuan3@adventure-works.com,130000,4,5,,,0,3,3964 Stony Hill Circle,,1 (11) 500 555-0172,4/12/2004 0:00
13605,184,AW00013605,,Gerrit,Jan,Straatsma,FALSE,11/18/1949 0:00,M,,M,gerrit0@adventure-works.com,80000,5,1,,,0,3,"26, avenue de Malakoff",,1 (11) 500 555-0179,7/24/2002 0:00
13606,118,AW00013606,,Drew,,Sharma,FALSE,7/1/1949 0:00,M,,M,drew10@adventure-works.com,100000,3,4,,,1,4,Wolfgangstraße 18,,1 (11) 500 555-0149,10/18/2001 0:00
13607,145,AW00013607,,Levi,J,Rana,FALSE,4/5/1949 0:00,S,,M,levi10@adventure-works.com,110000,4,5,,,1,3,Essener Straße 82,,1 (11) 500 555-0199,10/19/2001 0:00
13608,151,AW00013608,,Karla,H,Kumar,FALSE,4/21/1949 0:00,M,,F,karla8@adventure-works.com,120000,4,5,,,1,3,Berliner Platz 77,,1 (11) 500 555-0189,4/14/2004 0:00
13609,252,AW00013609,,Ramon,K,Yang,FALSE,4/15/1949 0:00,M,,M,ramon4@adventure-works.com,150000,5,5,,,1,4,6740 11th St. NE,,1 (11) 500 555-0150,2/8/2004 0:00
13610,204,AW00013610,,Omar,R,Sharma,FALSE,11/28/1948 0:00,M,,M,omar29@adventure-works.com,80000,5,1,,,1,4,"5711, rue des Ecoles",,1 (11) 500 555-0145,9/22/2003 0:00
13611,218,AW00013611,,Marshall,L,Huang,FALSE,3/23/1948 0:00,M,,M,marshall5@adventure-works.com,90000,4,1,,,1,3,"33, quai de l´ Iton",,1 (11) 500 555-0189,7/8/2004 0:00
13612,271,AW00013612,,Hailey,C,Ross,FALSE,2/21/1947 0:00,M,,F,hailey25@adventure-works.com,130000,5,5,,,0,4,8457 Teak Court,,1 (11) 500 555-0114,12/12/2003 0:00
13613,16,AW00013613,,Derek,E,Jai,FALSE,12/24/1975 0:00,M,,M,derek10@adventure-works.com,60000,0,0,,,1,3,460 Carzino Ct,,1 (11) 500 555-0129,8/17/2003 0:00
13614,11,AW00013614,,Julie,,Becker,FALSE,4/25/1975 0:00,S,,F,julie22@adventure-works.com,60000,0,0,,,1,4,2826 C Del Rio Ln.,,1 (11) 500 555-0142,10/28/2003 0:00
13615,18,AW00013615,,Jacquelyn,I,Rowe,FALSE,3/27/1975 0:00,S,,F,jacquelyn22@adventure-works.com,60000,0,0,,,0,4,565 Park Highlands,,1 (11) 500 555-0197,8/2/2003 0:00
13616,39,AW00013616,,Cole,E,Ramirez,FALSE,3/27/1976 0:00,M,,M,cole9@adventure-works.com,70000,0,0,,,1,2,9318 Larch Ct.,,1 (11) 500 555-0166,1/15/2003 0:00
13617,33,AW00013617,,Gerald,,Suri,FALSE,3/17/1976 0:00,M,,M,gerald29@adventure-works.com,70000,0,0,,,1,3,3143 N. Main,,1 (11) 500 555-0119,10/20/2003 0:00
13618,34,AW00013618,,Jay,M,Raman,FALSE,11/14/1976 0:00,S,,M,jay19@adventure-works.com,70000,0,0,,,0,3,5508 Trembath Court,,1 (11) 500 555-0181,1/12/2003 0:00
13619,14,AW00013619,,Arturo,,Xu,FALSE,5/11/1976 0:00,M,,M,arturo13@adventure-works.com,70000,0,0,,,1,3,6111 Guadalajara,,1 (11) 500 555-0173,1/21/2003 0:00
13620,2,AW00013620,,Damien,M,Ye,FALSE,2/1/1976 0:00,S,,M,damien7@adventure-works.com,70000,0,0,,,0,3,9167 Jam Way,,1 (11) 500 555-0178,1/7/2003 0:00
13621,39,AW00013621,,Melody,,Ruiz,FALSE,2/1/1974 0:00,M,,F,melody2@adventure-works.com,60000,0,0,,,1,4,7786 Olive St,,1 (11) 500 555-0113,1/24/2004 0:00
13622,10,AW00013622,,Alan,,Wang,FALSE,5/7/1974 0:00,M,,M,alan29@adventure-works.com,70000,0,0,,,1,4,9686 Willbrook Court,,1 (11) 500 555-0173,1/3/2003 0:00
13623,35,AW00013623,,Mitchell,,Carson,FALSE,3/15/1973 0:00,M,,M,mitchell13@adventure-works.com,80000,0,0,,,1,3,9715 San Francisco,,1 (11) 500 555-0163,12/29/2003 0:00
13624,39,AW00013624,,Nicole,C,Long,FALSE,3/9/1974 0:00,S,,F,nicole58@adventure-works.com,80000,0,0,,,1,3,1355 Sequoia Drive,,1 (11) 500 555-0139,8/26/2003 0:00
13625,13,AW00013625,,Jason,J,Campbell,FALSE,11/2/1973 0:00,M,,M,jason36@adventure-works.com,90000,0,0,,,1,3,9371 Jacqueline Way,,1 (11) 500 555-0124,1/22/2003 0:00
13626,20,AW00013626,,Johnathan,D,Madan,FALSE,9/20/1973 0:00,M,,M,johnathan9@adventure-works.com,90000,0,0,,,0,3,6660 Acardia Pl.,,1 (11) 500 555-0110,1/14/2003 0:00
13627,3,AW00013627,,Natasha,K,Rubio,FALSE,7/7/1972 0:00,M,,F,natasha21@adventure-works.com,80000,0,0,,,1,3,7889 Mitchelleanjen Ln.,,1 (11) 500 555-0115,9/18/2003 0:00
13628,33,AW00013628,,Kaitlin,,Schmidt,FALSE,12/21/1973 0:00,M,,F,kaitlin10@adventure-works.com,110000,0,5,,,1,3,7886 Burwood Way,,1 (11) 500 555-0168,10/3/2003 0:00
13629,26,AW00013629,,Karla,W,Yuan,FALSE,7/21/1972 0:00,M,,F,karla7@adventure-works.com,90000,0,0,,,1,3,9595 Zion Avenue,,1 (11) 500 555-0123,1/22/2003 0:00
13630,19,AW00013630,,Brenda,,Arun,FALSE,3/16/1972 0:00,S,,F,brenda10@adventure-works.com,90000,0,0,,,0,3,1048 Las Quebradas Lane,,1 (11) 500 555-0185,1/2/2003 0:00
13631,8,AW00013631,,Joe,,Subram,FALSE,11/3/1972 0:00,M,,M,joe16@adventure-works.com,90000,0,0,,,1,3,8620 Moss Hollow Court,,1 (11) 500 555-0136,1/2/2003 0:00
13632,28,AW00013632,,Cheryl,C,Munoz,FALSE,2/7/1972 0:00,S,,F,cheryl9@adventure-works.com,90000,0,0,,,0,3,9348 Notre Dame Ave,,1 (11) 500 555-0121,1/23/2003 0:00
13633,11,AW00013633,,Juan,,Ramos,FALSE,3/12/1972 0:00,S,,M,juan5@adventure-works.com,90000,0,0,,,1,3,5751 Concord Place,,1 (11) 500 555-0180,1/26/2003 0:00
13634,20,AW00013634,,Alexis,L,Russell,FALSE,2/17/1972 0:00,M,,F,alexis43@adventure-works.com,100000,0,5,,,1,3,7260 Turner Dr.,,1 (11) 500 555-0110,3/6/2004 0:00
13635,8,AW00013635,,Kurt,D,Deng,FALSE,2/23/1971 0:00,M,,M,kurt1@adventure-works.com,80000,0,0,,,1,4,8065 Sand Point Road,,1 (11) 500 555-0139,8/5/2003 0:00
13636,39,AW00013636,,Jarrod,,Rodriguez,FALSE,1/2/1971 0:00,M,,M,jarrod18@adventure-works.com,90000,0,0,,,0,3,1289 Quiz St.,,1 (11) 500 555-0125,1/15/2003 0:00
13637,19,AW00013637,,Victoria,S,Cooper,FALSE,9/8/1972 0:00,M,,F,victoria35@adventure-works.com,110000,0,5,,,1,3,7462 Linden Land,,1 (11) 500 555-0192,1/26/2003 0:00
13638,18,AW00013638,,Diana,,Alvarez,FALSE,7/12/1972 0:00,S,,F,diana3@adventure-works.com,110000,0,5,,,1,4,7539 Hazelwood Lane,,1 (11) 500 555-0197,1/15/2003 0:00
13639,34,AW00013639,,Colin,,Liang,FALSE,8/7/1971 0:00,M,,M,colin18@adventure-works.com,100000,0,5,,,1,3,4571 Guadalupe,,1 (11) 500 555-0134,8/18/2003 0:00
13640,22,AW00013640,,Rachael,G,Patel,FALSE,4/17/1971 0:00,M,,F,rachael3@adventure-works.com,100000,0,5,,,0,4,9815 Marlboro Court,,1 (11) 500 555-0167,9/16/2003 0:00
13641,25,AW00013641,,Adrian,K,Watson,FALSE,5/18/1970 0:00,S,,M,adrian2@adventure-works.com,90000,0,0,,,0,4,3205 Sierra Drive,,1 (11) 500 555-0143,9/18/2003 0:00
13642,3,AW00013642,,Cassie,,Nara,FALSE,10/10/1970 0:00,M,,F,cassie15@adventure-works.com,100000,0,5,,,0,4,6264 Center Ave,,1 (11) 500 555-0180,11/10/2003 0:00
13643,5,AW00013643,,Ronald,B,Sai,FALSE,10/6/1970 0:00,S,,M,ronald7@adventure-works.com,100000,0,5,,,1,4,6738 Wallace Dr.,,1 (11) 500 555-0174,1/8/2003 0:00
13644,32,AW00013644,,Kristi,M,Dominguez,FALSE,4/2/1970 0:00,M,,F,kristi8@adventure-works.com,100000,0,5,,,1,4,4655 Dance Court,,1 (11) 500 555-0154,1/17/2003 0:00
13645,24,AW00013645,,Eugene,L,He,FALSE,9/16/1970 0:00,S,,M,eugene23@adventure-works.com,100000,0,5,,,1,4,4195 May Way,,1 (11) 500 555-0123,1/20/2003 0:00
13646,40,AW00013646,,Terry,R,Yuan,FALSE,10/9/1970 0:00,M,,M,terry10@adventure-works.com,110000,0,5,,,1,4,8358 Lightwood Drive,,1 (11) 500 555-0117,1/23/2003 0:00
13647,22,AW00013647,,Armando,M,Alonso,FALSE,6/13/1970 0:00,S,,M,armando8@adventure-works.com,120000,0,5,,,1,4,9806 North Star Dr.,,1 (11) 500 555-0174,1/2/2003 0:00
13648,26,AW00013648,,Arturo,,Sharma,FALSE,10/9/1970 0:00,S,,M,arturo34@adventure-works.com,120000,0,5,,,1,4,2921 Glen Wood Drive,,1 (11) 500 555-0149,1/30/2003 0:00
13649,27,AW00013649,,Rebekah,,Suarez,FALSE,5/8/1971 0:00,M,,F,rebekah39@adventure-works.com,110000,0,5,,,1,4,Pascalstr 646,,1 (11) 500 555-0138,1/21/2003 0:00
13650,12,AW00013650,,Jessie,A,She,FALSE,1/8/1971 0:00,M,,M,jessie29@adventure-works.com,110000,0,5,,,1,4,5866 Military E,,1 (11) 500 555-0154,1/12/2003 0:00
13651,30,AW00013651,,Jerry,C,Sharma,FALSE,9/6/1971 0:00,M,,M,jerry10@adventure-works.com,120000,0,5,,,1,4,9177 Concord Royale,,1 (11) 500 555-0138,1/7/2003 0:00
13652,536,AW00013652,,Tamara,A,Zeng,FALSE,8/25/1941 0:00,M,,F,tamara11@adventure-works.com,90000,5,0,,,1,2,5243 Miguel Drive,,818-555-0163,11/9/2003 0:00
13653,612,AW00013653,,Tony,,Chander,FALSE,3/25/1941 0:00,M,,M,tony18@adventure-works.com,90000,5,0,,,1,2,6007 Concord Pl.,,253-555-0173,11/14/2002 0:00
13654,609,AW00013654,,Shawn,R,Andersen,FALSE,2/5/1941 0:00,M,,M,shawn15@adventure-works.com,100000,2,3,,,1,3,233 Waterview Terr.,,116-555-0136,1/9/2004 0:00
13655,609,AW00013655,,Christopher,L,Walker,FALSE,1/3/1941 0:00,M,,M,christopher23@adventure-works.com,100000,2,3,,,1,3,7646 H Stagecoach Rd,,102-555-0150,5/9/2004 0:00
13656,298,AW00013656,,Faith,,Howard,FALSE,4/25/1941 0:00,M,,F,faith30@adventure-works.com,110000,2,4,,,1,2,8071 Daylight Place,,116-555-0173,1/15/2004 0:00
13657,543,AW00013657,,Kaylee,M,Collins,FALSE,3/15/1941 0:00,S,,F,kaylee22@adventure-works.com,110000,2,4,,,1,2,4755 Easley Drive,,169-555-0199,11/1/2002 0:00
13658,634,AW00013658,,Wyatt,J,Bennett,FALSE,3/13/1941 0:00,M,,M,wyatt53@adventure-works.com,130000,2,3,,,1,4,9928 Stinson,,198-555-0197,11/14/2002 0:00
13659,607,AW00013659,,Clayton,,Shan,FALSE,10/18/1941 0:00,M,,M,clayton28@adventure-works.com,130000,2,3,,,1,4,6709 Prestwick Ave,,396-555-0111,12/7/2003 0:00
13660,53,AW00013660,,Ethan,,Davis,FALSE,3/9/1942 0:00,M,,M,ethan37@adventure-works.com,70000,5,0,,,1,2,4054 Breck Court,,225-555-0119,11/21/2003 0:00
13661,271,AW00013661,,Andre,M,Sara,FALSE,11/7/1975 0:00,M,,M,andre10@adventure-works.com,40000,1,1,,,1,0,3186 Concord Ct.,,1 (11) 500 555-0195,8/8/2001 0:00
13662,190,AW00013662,,Miguel,C,Roberts,FALSE,11/24/1974 0:00,S,,M,miguel39@adventure-works.com,20000,0,0,,,1,2,"80, avenue des Champs-Elysées",,1 (11) 500 555-0193,7/15/2002 0:00
13663,177,AW00013663,,Melvin,R,Tang,FALSE,8/6/1973 0:00,S,,M,melvin4@adventure-works.com,10000,0,0,,,0,2,Rehstr 6446,,1 (11) 500 555-0195,8/6/2003 0:00
13664,264,AW00013664,,Larry,T,Diaz,FALSE,2/10/1973 0:00,S,,M,larry4@adventure-works.com,10000,0,0,,,0,2,8036 Weaver Lane,,1 (11) 500 555-0145,1/28/2004 0:00
13665,276,AW00013665,,Kristi,,Randall,FALSE,2/18/1973 0:00,M,,F,kristi28@adventure-works.com,10000,0,0,,,0,2,7320 Bloching Circle,,1 (11) 500 555-0118,2/3/2004 0:00
13666,119,AW00013666,,Teresa,,Ruiz,FALSE,7/17/1973 0:00,S,,F,teresa3@adventure-works.com,20000,0,0,,,0,2,Nollendorfplatz 58888,,1 (11) 500 555-0166,10/15/2001 0:00
13667,211,AW00013667,,Andres,,Deng,FALSE,5/11/1973 0:00,S,,M,andres0@adventure-works.com,20000,0,0,,,0,2,"37, place de Fontenoy",,1 (11) 500 555-0152,7/6/2002 0:00
13668,2,AW00013668,,Stanley,Z,Martinez,FALSE,10/7/1963 0:00,M,,M,stanley19@adventure-works.com,60000,5,5,,,1,2,1288 Vista Del Rio,,1 (11) 500 555-0191,8/10/2003 0:00
13669,23,AW00013669,,Kristy,,Gill,FALSE,3/3/1963 0:00,M,,F,kristy12@adventure-works.com,60000,3,2,,,1,2,3675 Q St.,,1 (11) 500 555-0129,10/22/2003 0:00
13670,13,AW00013670,,Brittney,K,Zeng,FALSE,9/27/1963 0:00,S,,F,brittney21@adventure-works.com,60000,3,2,,,0,2,9389 Fern Leaf Lane,,1 (11) 500 555-0144,8/26/2003 0:00
13671,173,AW00013671,,Frank,,Ramos,FALSE,2/7/1974 0:00,S,,M,frank25@adventure-works.com,30000,0,0,,,0,1,Carlsplatz 43,,1 (11) 500 555-0146,7/31/2004 0:00
13672,187,AW00013672,,Benjamin,C,Davis,FALSE,6/7/1980 0:00,S,,M,benjamin39@adventure-works.com,20000,0,0,,,0,2,"11, quai de l´ Iton",,1 (11) 500 555-0110,12/29/2003 0:00
13673,213,AW00013673,,Sandra,,He,FALSE,11/13/1980 0:00,S,,F,sandra26@adventure-works.com,20000,0,0,,,0,2,"9, avenue Reille",,1 (11) 500 555-0142,5/20/2004 0:00
13674,200,AW00013674,,Drew,L,Shen,FALSE,1/13/1980 0:00,S,,M,drew2@adventure-works.com,20000,0,0,,,1,2,"401, rue de Cambrai",,1 (11) 500 555-0169,11/6/2003 0:00
13675,256,AW00013675,,Stanley,,Sai,FALSE,4/9/1980 0:00,S,,M,stanley6@adventure-works.com,20000,0,0,,,0,2,3704 Panoramic Drive,,1 (11) 500 555-0118,12/18/2003 0:00
13676,270,AW00013676,,George,L,Kapoor,FALSE,7/17/1980 0:00,M,,M,george7@adventure-works.com,20000,0,0,,,0,2,4613 Benedict Court,,1 (11) 500 555-0189,9/28/2003 0:00
13677,174,AW00013677,,Brian,T,Albrecht,FALSE,3/28/1978 0:00,S,,F,brian35@adventure-works.com,30000,0,0,,,0,1,Heiderweg 4624,,1 (11) 500 555-0119,7/7/2004 0:00
13678,240,AW00013678,,Warren,A,Goel,FALSE,6/25/1974 0:00,M,,M,warren9@adventure-works.com,40000,1,1,,,1,0,9236 Woodland Drive,Unit B,1 (11) 500 555-0186,8/26/2001 0:00
13679,242,AW00013679,,Sandra,,Li,FALSE,2/3/1974 0:00,M,,F,sandra9@adventure-works.com,40000,1,1,,,1,0,1102 Geary Ct,,1 (11) 500 555-0163,8/26/2001 0:00
13680,271,AW00013680,,Jan,K,Watson,FALSE,11/17/1974 0:00,M,,F,jan4@adventure-works.com,40000,1,1,,,1,0,37 Amaranth Way,,1 (11) 500 555-0155,8/20/2001 0:00
13681,196,AW00013681,,Adam,A,Hall,FALSE,11/18/1973 0:00,S,,M,adam51@adventure-works.com,30000,0,0,,,1,1,"91, rue de la Cavalerie",,1 (11) 500 555-0110,4/3/2004 0:00
13682,160,AW00013682,,Fernando,M,Lopez,FALSE,4/25/1973 0:00,S,,M,fernando27@adventure-works.com,30000,0,0,,,0,1,Königstr 27,,1 (11) 500 555-0110,12/15/2003 0:00
13683,168,AW00013683,,Sheila,C,Torres,FALSE,12/3/1973 0:00,S,,F,sheila12@adventure-works.com,30000,0,0,,,0,1,Postfach 55 99 99,,1 (11) 500 555-0169,4/15/2004 0:00
13684,133,AW00013684,,Francis,,Dominguez,FALSE,5/14/1972 0:00,S,,M,francis10@adventure-works.com,10000,0,0,,,0,2,Am Karlshof 8,,1 (11) 500 555-0126,6/1/2004 0:00
13685,123,AW00013685,,Briana,,Torres,FALSE,2/16/1973 0:00,M,,F,briana11@adventure-works.com,40000,1,1,,,1,0,Königstr 873,,1 (11) 500 555-0188,10/30/2001 0:00
13686,128,AW00013686,,Peter,,Jai,FALSE,10/14/1973 0:00,M,,M,peter17@adventure-works.com,40000,1,1,,,1,1,Hunzinger Allee 153,,1 (11) 500 555-0113,10/9/2001 0:00
13687,234,AW00013687,,Mario,,Xie,FALSE,8/18/1973 0:00,M,,M,mario2@adventure-works.com,40000,1,1,,,1,1,1339 W. Hookston Road,,1 (11) 500 555-0174,8/12/2001 0:00
13688,264,AW00013688,,Ruben,S,Sanchez,FALSE,6/19/1973 0:00,S,,M,ruben21@adventure-works.com,50000,0,0,,,0,0,5828 Clark Creek Lane,,1 (11) 500 555-0160,12/31/2003 0:00
13689,277,AW00013689,,Teresa,,Ramos,FALSE,4/21/1973 0:00,S,,F,teresa18@adventure-works.com,50000,0,0,,,0,0,3883 Kirkwood Dr,,1 (11) 500 555-0113,8/24/2001 0:00
13690,270,AW00013690,,Claudia,,Gao,FALSE,2/17/1972 0:00,S,,F,claudia13@adventure-works.com,20000,0,0,,,0,2,4179 Green St.,,1 (11) 500 555-0179,8/26/2001 0:00
13691,231,AW00013691,,Ariana,J,Bailey,FALSE,10/22/1972 0:00,S,,F,ariana14@adventure-works.com,40000,2,2,,,1,0,1936 Balance Ct,,1 (11) 500 555-0138,8/28/2001 0:00
13692,235,AW00013692,,Curtis,E,Li,FALSE,10/21/1972 0:00,M,,M,curtis3@adventure-works.com,40000,2,2,,,0,0,9879 Hedaro Court,,1 (11) 500 555-0136,4/25/2004 0:00
13693,245,AW00013693,,Dominic,L,Gonzalez,FALSE,2/6/1971 0:00,S,,M,dominic19@adventure-works.com,20000,0,0,,,0,2,3817 Green Hill Rd.,,1 (11) 500 555-0110,8/21/2001 0:00
13694,238,AW00013694,,Savannah,E,Gray,FALSE,12/14/1971 0:00,S,,F,savannah4@adventure-works.com,30000,0,0,,,1,1,9617 Pheasant Ct,,1 (11) 500 555-0190,10/7/2003 0:00
13695,189,AW00013695,,Christian,H,Clark,FALSE,4/23/1971 0:00,S,,M,christian38@adventure-works.com,30000,0,0,,,0,1,"762, place du Tertre",,1 (11) 500 555-0150,12/20/2003 0:00
13696,171,AW00013696,,Katherine,,Edwards,FALSE,11/15/1971 0:00,S,,F,katherine50@adventure-works.com,40000,2,2,,,1,1,Zollstr 62,,1 (11) 500 555-0172,8/25/2003 0:00
13697,172,AW00013697,,Jésus,K,Munoz,FALSE,6/24/1971 0:00,S,,M,jésus6@adventure-works.com,40000,2,2,,,1,1,Am Gallberg 222,,1 (11) 500 555-0197,10/25/2001 0:00
13698,133,AW00013698,,Catherine,,Sanchez,FALSE,10/2/1970 0:00,S,,F,catherine21@adventure-works.com,40000,2,2,,,1,2,Viktoria-Luise-Platz 45,,1 (11) 500 555-0180,8/24/2003 0:00
13699,545,AW00013699,,Rachel,,Alexander,FALSE,1/22/1975 0:00,S,,F,rachel67@adventure-works.com,40000,3,3,,,1,0,7429 La Cadena,,114-555-0156,4/17/2004 0:00
13700,314,AW00013700,,Evan,S,Howard,FALSE,3/3/1975 0:00,S,,M,evan12@adventure-works.com,40000,3,3,,,1,1,1506 Newton Way,,852-555-0157,11/25/2002 0:00
13701,56,AW00013701,,Haley,,Scott,FALSE,11/23/1974 0:00,S,,F,haley51@adventure-works.com,40000,3,3,,,1,1,2905 Limeridge Drive,,384-555-0163,11/1/2003 0:00
13702,307,AW00013702,,Jessie,D,Suarez,FALSE,6/16/1974 0:00,S,,F,jessie38@adventure-works.com,40000,3,3,,,1,2,431 Riverside Drive,,226-555-0116,11/18/2002 0:00
13703,623,AW00013703,,Mackenzie,J,Sanders,FALSE,6/4/1974 0:00,S,,F,mackenzie2@adventure-works.com,30000,0,0,,,1,0,6606 Thistle Circle,,257-555-0122,11/7/2003 0:00
13704,644,AW00013704,,Victoria,J,Davis,FALSE,9/10/1974 0:00,S,,F,victoria6@adventure-works.com,30000,0,0,,,1,0,9512 Sun View Court,,355-555-0177,11/14/2002 0:00
13705,547,AW00013705,,Blake,,Mitchell,FALSE,8/12/1974 0:00,S,,M,blake38@adventure-works.com,30000,0,0,,,1,0,6441 Kathleen Drive,,126-555-0148,11/16/2002 0:00
13706,49,AW00013706,,Kaitlyn,S,Peterson,FALSE,6/16/1975 0:00,S,,F,kaitlyn61@adventure-works.com,40000,3,3,,,1,2,7537 Kaski Lane,,942-555-0153,5/31/2004 0:00
13707,62,AW00013707,,Austin,,Smith,FALSE,11/19/1975 0:00,M,,M,austin39@adventure-works.com,40000,4,4,,,0,1,5287 Geary Road,,802-555-0119,3/1/2004 0:00
13708,49,AW00013708,,Jennifer,G,Bennett,FALSE,4/3/1966 0:00,S,,F,jennifer76@adventure-works.com,60000,0,0,,,0,0,7769 Holton Court,,101-555-0128,8/29/2003 0:00
13709,51,AW00013709,,Zachary,L,Robinson,FALSE,8/14/1966 0:00,S,,M,zachary49@adventure-works.com,60000,0,0,,,0,0,8964 Mills Dr.,,489-555-0170,5/14/2004 0:00
13710,59,AW00013710,,Destiny,M,Harris,FALSE,7/14/1966 0:00,S,,F,destiny13@adventure-works.com,60000,0,0,,,1,0,3142 Broadway St.,,923-555-0137,5/2/2004 0:00
13711,62,AW00013711,,Thomas,J,Mitchell,FALSE,8/1/1966 0:00,S,,M,thomas48@adventure-works.com,60000,0,0,,,0,0,378 Canyon Road,,948-555-0140,5/19/2004 0:00
13712,536,AW00013712,,Nancy,E,Martinez,FALSE,7/2/1966 0:00,S,,F,nancy21@adventure-works.com,60000,0,0,,,1,0,5477 Limewood Place,,162-555-0168,11/5/2002 0:00
13713,638,AW00013713,,Alexander,M,Walker,FALSE,2/6/1966 0:00,S,,M,alexander10@adventure-works.com,60000,0,0,,,0,0,8587 Glenside Ct.,,640-555-0117,11/28/2002 0:00
